Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
University of Wyoming Admission,1,TOP SITE,06-12-2021,http://www.uwyo.edu/admissions/,3,https://collegedunia.com/usa/college/1513-university-of-wyoming-laramie/admission,6,https://studyabroad.shiksha.com/usa/universities/university-of-wyoming/admissions,,,25,https://www.collegedekho.com/ae/usa/university-of-wyoming/,,,,,,,,,,,12038,Study_Abroad,10,Admission,,Study_Abroad-part_1
St. Thomas University Admission,1,TOP SITE,06-12-2021,https://www.stu.edu/admissions/,5,https://collegedunia.com/canada/college/62-st-thomas-university-fredericton/admission,13,https://studyabroad.shiksha.com/canada/universities/st-thomas-university,38,https://www.careers360.com/colleges/st-thomas-college-thrissur/admission,52,https://www.collegedekho.com/usa/university-of-st-thomas/,,,,,,,,,,,12039,Study_Abroad,10,Admission,,Study_Abroad-part_1
Ohio University Admission,1,TOP SITE,06-12-2021,https://www.ohio.edu/admissions/,3,https://collegedunia.com/usa/college/936-ohio-university-athens/admission,5,https://studyabroad.shiksha.com/usa/universities/ohio-university/admissions,,,18,https://www.collegedekho.com/usa/ohio-university/,,,,,,,,,,,12040,Study_Abroad,20,Admission,,Study_Abroad-part_1
Marshall University Admission,1,TOP SITE,06-12-2021,https://www.marshall.edu/admissions/,3,https://collegedunia.com/usa/college/1438-marshall-university-huntington/admission,4,https://studyabroad.shiksha.com/usa/universities/marshall-university/admissions,,,17,https://www.collegedekho.com/usa/marshall-university/,,,,,,,,,,,12043,Study_Abroad,10,Admission,,Study_Abroad-part_1
Grand Canyon University Admission,1,TOP SITE,06-12-2021,https://www.gcu.edu/admissions,2,https://collegedunia.com/usa/college/1836-grand-canyon-university-phoenix/admission,,,,,,,,,,,,,,,,,12044,Study_Abroad,10,Admission,,Study_Abroad-part_1
University of Vermont Admission,1,TOP SITE,06-12-2021,https://www.uvm.edu/admissions,4,https://collegedunia.com/usa/college/1081-university-of-vermont-burlington/admission,6,https://studyabroad.shiksha.com/usa/universities/the-university-of-vermont,,,,,,,,,,,45,https://leverageedu.com/universities/university-of-vermont,,,12045,Study_Abroad,10,Admission,,Study_Abroad-part_1
Temple University Admission,1,TOP SITE,06-12-2021,https://admissions.temple.edu/,11,https://collegedunia.com/usa/college/1823-temple-university-philadelphia,4,https://studyabroad.shiksha.com/usa/universities/temple-university,,,,,,,,,,,,,,,12046,Study_Abroad,10,Admission,,Study_Abroad-part_1
Winston Salem State University Admission,1,TOP SITE,06-12-2021,https://www.wssu.edu/admissions/index.html,9,https://collegedunia.com/usa/college/2220-winston-salem-state-university-winston-salem/admission,,,,,,,,,,,,,,,,,12047,Study_Abroad,10,Admission,,Study_Abroad-part_1
"University of Wisconsin, Platteville Admission",1,TOP SITE,06-12-2021,https://www.uwplatt.edu/admission,2,https://collegedunia.com/usa/college/1850-university-of-wisconsin-platteville-platteville/admission,47,https://studyabroad.shiksha.com/usa/universities/university-of-wisconsin-madison,,,,,,,,,,,,,,,12048,Study_Abroad,0,Admission,,Study_Abroad-part_1
"University of Washington, Bothell Admission",1,TOP SITE,06-12-2021,https://www.uwb.edu/admissions,4,https://collegedunia.com/usa/college/1042-university-of-washington-bothell,23,https://studyabroad.shiksha.com/usa/universities/university-of-washington,,,,,,,,,,,,,,,12049,Study_Abroad,10,Admission,,Study_Abroad-part_1
Washington University Admission,1,TOP SITE,06-12-2021,https://admissions.wustl.edu/,13,https://collegedunia.com/usa/college/2066-washington-university-st-louis,28,https://studyabroad.shiksha.com/usa/universities/washington-university-in-st-louis/mba,,,,,,,,,,,,,,,12050,Study_Abroad,10,Admission,,Study_Abroad-part_1
University of Warwick Admission,1,TOP SITE,06-12-2021,https://warwick.ac.uk/study/postgraduate/apply/,2,https://collegedunia.com/uk/college/805-university-of-warwick-coventry/admission,3,https://studyabroad.shiksha.com/uk/universities/university-of-warwick,66,https://studyabroad.careers360.com/articles/sop-sample-admission-warwick-university-uk,12,https://www.collegedekho.com/united-kingdom/university-of-warwick/,,,,,,,24,https://leverageedu.com/universities/university-of-warwick,,,12051,Study_Abroad,20,Admission,,Study_Abroad-part_1
King's College London Admission,1,TOP SITE,06-12-2021,https://apply.kcl.ac.uk/,3,https://collegedunia.com/uk/college/836-kings-college-london-london/admission,4,https://studyabroad.shiksha.com/uk/universities/king-s-college-london,,,8,https://www.collegedekho.com/united-kingdom/kings-college-london/,,,,,,,43,https://leverageedu.com/blog/kings-college-london-acceptance-rate/,,,12055,Study_Abroad,0,Admission,,Study_Abroad-part_1
Western Washington University Admission,1,TOP SITE,06-12-2021,https://admissions.wwu.edu/,3,https://collegedunia.com/usa/college/976-western-washington-university-bellingham/admission,13,https://studyabroad.shiksha.com/usa/universities/western-washington-university,,,18,https://www.collegedekho.com/usa/western-washington-university/,,,,,,,,,,,12056,Study_Abroad,10,Admission,,Study_Abroad-part_1
Florida International University Admission,1,TOP SITE,06-12-2021,https://admissions.fiu.edu/,8,https://collegedunia.com/usa/college/1621-florida-international-university-miami/admission,3,https://studyabroad.shiksha.com/usa/universities/florida-international-university,85,https://studyabroad.careers360.com/news/florida-international-university-usa-ug-admissions-2018-333878,9,https://www.collegedekho.com/usa/florida-international-university/,,,,,,,,,,,12057,Study_Abroad,10,Admission,,Study_Abroad-part_1
Kent State University Admission,1,TOP SITE,06-12-2021,https://www.kent.edu/admissions,3,https://collegedunia.com/usa/college/1483-kent-state-university-kent/admission,4,https://studyabroad.shiksha.com/usa/universities/kent-state-university,,,8,https://www.collegedekho.com/usa/kent-state-university/,,,,,,,,,,,12058,Study_Abroad,10,Admission,,Study_Abroad-part_1
Smith College Admission,1,TOP SITE,06-12-2021,https://www.smith.edu/admission-aid,3,https://collegedunia.com/usa/college/1773-smith-college-northampton,62,https://www.shiksha.com/college/beynon-smith-college-of-physical-belgaum-115555,,,,,,,,,,,,,,,12060,Study_Abroad,0,Admission,,Study_Abroad-part_1
University of Virginia Admission,1,TOP SITE,06-12-2021,https://admission.virginia.edu/,4,https://collegedunia.com/usa/college/1118-university-of-virginia-charlottesville/admission,10,https://studyabroad.shiksha.com/usa/universities/university-of-virginia/admissions,,,,,,,,,,,,,,,12061,Study_Abroad,10,Admission,,Study_Abroad-part_1
University of San Francisco Admission,1,TOP SITE,06-12-2021,https://www.usfca.edu/admission,7,https://collegedunia.com/usa/college/1985-university-of-san-francisco-san-francisco/admission,8,https://studyabroad.shiksha.com/usa/universities/university-of-san-francisco,,,,,,,,,,,,,,,12062,Study_Abroad,10,Admission,,Study_Abroad-part_1
National University Admission,1,TOP SITE,06-12-2021,http://app1.nu.edu.bd/,7,https://collegedunia.com/singapore/college/767-national-university-of-singapore-singapore/admission,19,https://studyabroad.shiksha.com/usa/universities/national-university/admissions,43,https://www.careers360.com/university/anant-national-university-ahmedabad,,,,,,,,,,,,,12065,Study_Abroad,90,Admission,,Study_Abroad-part_1
"University of Washington, Seattle Admission",1,TOP SITE,06-12-2021,https://www.washington.edu/admissions/,3,https://collegedunia.com/usa/college/2096-university-of-washington-seattle/admission,11,https://studyabroad.shiksha.com/usa/universities/university-of-washington,,,,,,,,,,,35,https://leverageedu.com/blog/university-of-washington-acceptance-rate/,,,12066,Study_Abroad,10,Admission,,Study_Abroad-part_1
"University of Michigan, Flint Admission",1,TOP SITE,06-12-2021,https://www.umflint.edu/admissions/,3,https://collegedunia.com/usa/college/1308-university-of-michigan-flint/admission,7,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-flint,,,,,,,,,,,,,,,12067,Study_Abroad,0,Admission,,Study_Abroad-part_1
"University of Michigan, Ann Arbor Admission",1,TOP SITE,06-12-2021,https://admissions.umich.edu/,5,https://collegedunia.com/usa/college/921-university-of-michigan-ann-arbor/admission,6,https://studyabroad.shiksha.com/usa/universities/university-of-michigan,,,,,,,,,,,45,https://leverageedu.com/blog/university-of-michigan-acceptance-rate/,,,12068,Study_Abroad,10,Admission,,Study_Abroad-part_1
Virginia Tech Admission,1,TOP SITE,06-12-2021,https://graduateschool.vt.edu/admissions.html,14,https://collegedunia.com/usa/college/1006-virginia-tech-blacksburg/admission,32,https://studyabroad.shiksha.com/usa/universities/virginia-polytechnic-institute-and-state-university,,,,,,,,,,,,,,,12069,Study_Abroad,30,Admission,,Study_Abroad-part_1
"University of Maryland, College Park Admission",1,TOP SITE,06-12-2021,https://www.admissions.umd.edu/,9,https://collegedunia.com/usa/college/1177-university-of-maryland-college-park/admission,4,https://studyabroad.shiksha.com/usa/universities/university-of-maryland,,,,,,,,,,,,,,,12070,Study_Abroad,0,Admission,,Study_Abroad-part_1
University of Arizona Admission,1,TOP SITE,06-12-2021,https://www.arizona.edu/admissions,6,https://collegedunia.com/usa/college/2127-university-of-arizona-tucson/admission,3,https://studyabroad.shiksha.com/usa/universities/university-of-arizona,,,,,,,,,,,,,,,12071,Study_Abroad,30,Admission,,Study_Abroad-part_1
University of Minnesota Admission,1,TOP SITE,06-12-2021,https://admissions.tc.umn.edu/,3,https://collegedunia.com/usa/college/1645-university-of-minnesota---twin-cities-minneapolis/admission,7,https://studyabroad.shiksha.com/usa/universities/university-of-minnesota-twin-cities,,,,,,,,,,,,,,,12072,Study_Abroad,20,Admission,,Study_Abroad-part_1
American University Admission,1,TOP SITE,06-12-2021,https://www.american.edu/admissions/,5,https://collegedunia.com/usa/college/2170-american-university-washington/admission,6,https://studyabroad.shiksha.com/usa/universities/american-university,85,https://medicine.careers360.com/news/american-university-antigua-college-of-medicine-md-admission-notice-376301,30,https://www.collegedekho.com/usa/american-university/,,,,,,,,,,,12074,Study_Abroad,50,Admission,,Study_Abroad-part_1
"University of Alabama, Huntsville Admission",1,TOP SITE,06-12-2021,https://www.uah.edu/admissions,4,https://collegedunia.com/usa/college/1440-university-of-alabama-huntsville-huntsville/admission,33,https://studyabroad.shiksha.com/usa/universities/university-of-alabama,,,,,,,,,,,,,,,12075,Study_Abroad,0,Admission,,Study_Abroad-part_1
University of Cincinnati Admission,1,TOP SITE,06-12-2021,https://admissions.uc.edu/apply.html,2,https://collegedunia.com/usa/college/1151-university-of-cincinnati-cincinnati/admission,7,https://studyabroad.shiksha.com/usa/universities/university-of-cincinnati,,,,,,,,,,,,,,,12076,Study_Abroad,50,Admission,,Study_Abroad-part_1
University of Kentucky Admission,1,TOP SITE,06-12-2021,https://admission.uky.edu/apply,2,https://collegedunia.com/usa/college/1530-university-of-kentucky-lexington/admission,3,https://studyabroad.shiksha.com/usa/universities/university-of-kentucky,,,,,,,,,,,,,,,12077,Study_Abroad,10,Admission,,Study_Abroad-part_1
"University of Texas, San Antonio Admission",1,TOP SITE,06-12-2021,https://www.utsa.edu/admissions/,3,https://collegedunia.com/usa/college/1969-university-of-texas-san-antonio/admission,17,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-san-antonio,,,22,https://www.collegedekho.com/usa/the-university-of-texas-at-san-antonio/,,,,,,,,,,,12079,Study_Abroad,0,Admission,,Study_Abroad-part_1
"University of Texas, Tyler Admission",1,TOP SITE,06-12-2021,https://www.uttyler.edu/admissions/,3,https://collegedunia.com/usa/college/2134-university-of-texas-tyler/admission,5,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-tyler,,,,,,,,,,,,,,,12080,Study_Abroad,0,Admission,,Study_Abroad-part_1
"University of California, Davis Admission",1,TOP SITE,06-12-2021,https://www.ucdavis.edu/admissions,5,https://collegedunia.com/usa/college/1222-university-of-california-davis/admission,6,https://studyabroad.shiksha.com/usa/universities/university-of-california-davis,,,9,https://www.collegedekho.com/usa/university-of-california-davis/,,,,,,,,,,,12083,Study_Abroad,10,Admission,,Study_Abroad-part_1
Northwestern University Admission,1,TOP SITE,06-12-2021,https://www.northwestern.edu/admissions/,16,https://collegedunia.com/usa/college/1287-northwestern-university-evanston/admission,6,https://studyabroad.shiksha.com/usa/universities/northwestern-university,,,,,,,,,,,,,,,12084,Study_Abroad,20,Admission,,Study_Abroad-part_1
University of Iowa Admission,1,TOP SITE,06-12-2021,https://admissions.uiowa.edu/,3,https://collegedunia.com/usa/college/1448-university-of-iowa-iowa-city/admission,9,https://studyabroad.shiksha.com/usa/universities/university-of-iowa,,,,,,,,,,,,,,,12085,Study_Abroad,10,Admission,,Study_Abroad-part_1
University of Oklahoma Admission,1,TOP SITE,06-12-2021,https://www.ou.edu/admissions,5,https://collegedunia.com/usa/college/1765-university-of-oklahoma-norman/admission,6,https://studyabroad.shiksha.com/usa/universities/university-of-oklahoma/admissions,,,,,,,,,,,,,,,12087,Study_Abroad,10,Admission,,Study_Abroad-part_1
Appalachian State University Admission,1,TOP SITE,06-12-2021,https://www.appstate.edu/admissions/,2,https://collegedunia.com/usa/college/1018-appalachian-state-university-boone/admission,12,https://studyabroad.shiksha.com/usa/universities/appalachian-state-university,,,,,,,,,,,,,,,12088,Study_Abroad,10,Admission,,Study_Abroad-part_1
"University of Wisconsin, Madison Admission",1,TOP SITE,06-12-2021,https://www.wisc.edu/admissions/,7,https://collegedunia.com/usa/college/1580-university-of-wisconsin-madison,3,https://studyabroad.shiksha.com/usa/universities/university-of-wisconsin-madison/admissions,,,,,,,,,,,18,https://leverageedu.com/blog/university-of-wisconsin-madison-acceptance-rate/,,,12089,Study_Abroad,20,Admission,,Study_Abroad-part_1
The New School Admission,1,TOP SITE,06-12-2021,https://www.newschool.edu/admission/prospective-undergraduate-students/,5,https://collegedunia.com/usa/college/1715-the-new-school-new-york-city/admission,9,https://studyabroad.shiksha.com/usa/universities/the-new-school,,,,,,,,,,,,,,,12090,Study_Abroad,0,Admission,,Study_Abroad-part_1
Seattle University Admission,1,TOP SITE,06-12-2021,https://www.seattleu.edu/admissions/,11,https://collegedunia.com/usa/college/2024-seattle-university-seattle/admission,3,https://studyabroad.shiksha.com/usa/universities/seattle-university,,,41,https://www.collegedekho.com/usa/seattle-university/,,,,,,,,,,,12091,Study_Abroad,10,Admission,,Study_Abroad-part_1
Colorado College Admission,1,TOP SITE,06-12-2021,https://www.coloradocollege.edu/admission/,30,https://collegedunia.com/usa/college/1181-colorado-college-colorado-springs/admission,67,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-colorado-springs,,,,,,,,,,,,,,,12092,Study_Abroad,0,Admission,,Study_Abroad-part_1
St. Stephen's College canada Admission,1,TOP SITE,06-12-2021,https://www.ualberta.ca/st-stephens/st-stephens-programs/how-to-study-at-ssc/international-students.html,2,https://collegedunia.com/canada/college/287-st-stephens-university-fredericton,,,,,18,https://www.collegedekho.com/colleges/st-stephens-college,,,,,,,,,,,12093,Study_Abroad,0,Admission,,Study_Abroad-part_1
"Georgia Southern University, Savannah Admission",1,TOP SITE,06-12-2021,https://admissions.georgiasouthern.edu/,2,https://collegedunia.com/usa/college/2016-georgia-southern-university-savannah,15,https://studyabroad.shiksha.com/usa/universities/georgia-southern-university,,,,,,,,,,,,,,,12094,Study_Abroad,0,Admission,,Study_Abroad-part_1
New York Medical College Admission,1,TOP SITE,06-12-2021,https://www.nymc.edu/future-students/admission-offices/,2,https://collegedunia.com/usa/college/2146-new-york-medical-college-valhalla/admission,4,https://studyabroad.shiksha.com/usa/universities/new-york-medical-college,,,24,https://www.collegedekho.com/usa/new-york-medical-college/course-fees/,,,,,,,,,,,12095,Study_Abroad,0,Admission,,Study_Abroad-part_1
